,business_id,inspection_business_name,city,description,InspectTypeCnt_Consult,InspectTypeCnt_Routine,InspectTypeCnt_Return,ViolationCnt_Blue,ViolationCnt_Red,SafetyGroup
3226,PR0004914,SUNNYDALE SALOON,seattle,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
3227,PR0077024,SLATE COFFEE ROASTERS,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,1.0,Average
3228,PR0044031,RITE AID #5171,auburn,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3229,PR0044309,PAPA MURPHY'S PIZZA,issaquah,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3230,PR0054883,DOMINO'S PIZZA #7129,kent,Seating 0-12 - Risk Category III,0.0,4.0,0.0,2.0,2.0,Average
3231,PR0076172,RAS DASHEN,seattle,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3232,PR0004445,ARMOIRE CHOCOLAT,burien,Bakery-no seating - Risk Category II,1.0,2.0,0.0,0.0,2.0,Average
3233,PR0085374,SAFFRON SPICE,seattle,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3234,PR0001268,DELTA DELTA DELTA,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
3235,PR0016972,SUBWAY,seattle,Seating 0-12 - Risk Category III,1.0,4.0,0.0,2.0,2.0,Average
3236,PR0076472,STARBUCKS COFFEE,kirkland,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
3237,PR0076625,QFC #881,seattle,Meat/Sea Food - Risk Category III,2.0,4.0,0.0,2.0,1.0,Average
3238,PR0044018,RITE AID #5176,bellevue,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3239,PR0056683,SOUPS ON!,seattle,Seating 0-12 - Risk Category III,0.0,3.0,0.0,0.0,2.0,Average
3240,PR0066561,TONY'S BAKERY & DELI,seattle,Seating 0-12 - Risk Category III,0.0,10.0,1.0,2.0,8.0,Low
3241,PR0004753,PACIFIC MIDDLE SCHOOL,des moines,School Lunch Program - Risk II,0.0,4.0,0.0,1.0,1.0,Average
3242,PR0029564,JACK IN THE BOX #8472,des moines,Seating 51-150 - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
3243,PR0013680,NORTHSHORE LEE INC .,federal way,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3244,PR0046487,ELYSIAN BREWING COMPANY,seattle,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
3245,PR0071978,CHIPOTLE MEXICAN GRILL #743,federal way,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
3246,PR0070171,SUPREME BEAN AGAIN,burien,Limited Food Services - no permanent plumbing,0.0,1.0,0.0,0.0,1.0,Average
3247,PR0004324,ARBY'S 502,seattle,Seating 51-150 - Risk Category III,2.0,2.0,0.0,0.0,0.0,Average
3248,PR0004642,CHURCH'S CHICKEN,federal way,Seating 13-50 - Risk Category III,0.0,3.0,1.0,1.0,0.0,High
3249,PR0069962,TEA GARDEN,kent,Seating 0-12 - Risk Category I,0.0,2.0,0.0,0.0,0.0,Average
3250,PR0006119,RED LION BELLEVUE INN,bellevue,Seating > 250 - Risk Category III,1.0,7.0,0.0,3.0,4.0,Average
3251,PR0085540,7 SANDWICH (KC410),issaquah,Mobile Food Unit - Risk Category III,0.0,4.0,0.0,1.0,3.0,Average
3252,PR0084869,HERB & BITTER,seattle,Seating 51-150 - Risk Category III,2.0,4.0,0.0,2.0,2.0,Average
3253,PR0069696,CAFE PETTIROSSO,seattle,Seating 51-150 - Risk Category III,2.0,6.0,2.0,2.0,5.0,Low
3254,PR0003673,PIONEER SQUARE MARKET,seattle,Seating 0-12 - Risk Category III,1.0,4.0,0.0,1.0,3.0,Average
3255,PR0003390,SERAFINA INC,seattle,Seating 51-150 - Risk Category III,1.0,5.0,0.0,3.0,2.0,Average
3256,PR0069296,HWC TRAILHOUSE,seattle,Seating 151-250 - Risk Category III,1.0,5.0,1.0,0.0,5.0,Low
3257,PR0086831,PHO BOX 1 LLC,renton,Seating 13-50 - Risk Category III,1.0,1.0,0.0,1.0,0.0,Average
3258,PR0020990,NIJO SUSHI BAR & GRILL,seattle,Seating 51-150 - Risk Category III,1.0,6.0,0.0,3.0,3.0,Average
3259,PR0084129,FUSE BOX,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3260,PR0046506,STARBUCKS COFFEE #3208,bellevue,Seating 0-12 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
3261,PR0081089,THE COMPANY STORE,seattle,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
3262,PR0025509,WALTER'S,seattle,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3263,PR0081694,TERRA PLATA,seattle,Seating 51-150 - Risk Category III,1.0,3.0,0.0,0.0,3.0,Average
3264,PR0083168,WILLOWS LODGE,woodinville,Mobile Food Unit - Risk Category III,2.0,1.0,0.0,0.0,0.0,Average
3265,PR0002034,JAK'S GRILL,seattle,Seating 51-150 - Risk Category III,0.0,4.0,0.0,1.0,3.0,Average
3266,PR0086688,URBAN FIT STUDIOS,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3267,PR0084745,BOYS & GIRLS CLUBS OF KING COUNTY,seattle,Non-Profit Institution - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3268,PR0084388,VENTOUX ROASTERS,seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
3269,PR0084919,O'BEER PUB AND TEPPANYAKI,tukwila,Seating 151-250 - Risk Category III,0.0,2.0,0.0,0.0,1.0,Average
3270,PR0040080,COSTCO #110,issaquah,Bakery-no seating - Risk Category II,1.0,0.0,0.0,0.0,0.0,NotInspected
3271,PR0070739,4TH AVENUE CAFE,seattle,Seating 0-12 - Risk Category III,1.0,3.0,1.0,0.0,3.0,Average
3272,PR0017589,PAGLIACCI,seattle,Seating 51-150 - Risk Category III,1.0,4.0,0.0,3.0,1.0,Average
3273,PR0002800,T.S. MCHUGH'S,seattle,Seating 151-250 - Risk Category III,1.0,3.0,0.0,2.0,0.0,High
3274,PR0081839,SEATTLE LAKES CRUISES,seattle,Caterer - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
3275,PR0076519,ELLIOTT BAY BREWHOUSE AND PUB,burien,Seating > 250 - Risk Category III,0.0,6.0,0.0,1.0,4.0,Average
3276,PR0076731,SAFEWAY INC #497-GROCERY,shoreline,Seating 0-12 - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
3277,PR0076481,FARESTART,seattle,Non-Profit Institution - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3278,PR0065257,SAFEWAY STORE  #1923,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3279,PR0081673,MOMIJI RESTAURANT,seattle,Seating 51-150 - Risk Category III,1.0,3.0,0.0,2.0,1.0,Average
3280,PR0001870,SAFEWAY INC #497-GROCERY,shoreline,Bakery-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3281,PR0008504,BASKIN-ROBBINS #1369,federal way,Seating 0-12 - Risk Category II,0.0,3.0,0.0,2.0,1.0,Average
3282,PR0023715,KAMEI JAPANESE RESTAURANT,seattle,Seating 13-50 - Risk Category III,1.0,6.0,0.0,5.0,1.0,Average
3283,PR0083808,RUSSELL'S TAVERN,seattle,Seating 13-50 - Risk Category III,0.0,4.0,0.0,0.0,2.0,Average
3284,PR0079586,PURPLE CAFE & WINE BAR-BELLEVUE,bellevue,Seating 151-250 - Risk Category III,0.0,8.0,1.0,0.0,9.0,Low
3285,PR0082371,BAYOU BROTHERS LLC,kirkland,Mobile Food Unit - Risk Category III,0.0,4.0,0.0,1.0,3.0,Average
3286,PR0046609,TACO DEL MAR,seattle,Seating 13-50 - Risk Category III,1.0,3.0,0.0,3.0,0.0,High
3287,PR0026578,NEW GOLDEN VILLAGE MARKET,seattle,Meat/Sea Food - Risk Category III,1.0,3.0,0.0,0.0,1.0,Average
3288,PR0042982,BELLA BALDUCCI'S,kirkland,Seating 0-12 - Risk Category III,0.0,7.0,1.0,4.0,4.0,Average
3289,PR0083447,AURA,kirkland,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
3290,PR0079454,TONY'S SPORTS BAR,kirkland,Seating 13-50 - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
3291,PR0084042,SHAWARMANIAC LLC,kirkland,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
3292,PR0008298,DOMINO'S PIZZA #7147,seattle,Seating 0-12 - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
3293,PR0084614,STAYBRIDGE SUITES,seattle,Seating 51-150 - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
3294,PR0011347,SPRING KITCHEN,seattle,Seating 13-50 - Risk Category III,0.0,6.0,1.0,2.0,3.0,Average
3295,PR0066785,FRIENDZ CAFE,tukwila,Seating 13-50 - Risk Category III,1.0,6.0,0.0,3.0,2.0,Average
3296,PR0076423,TODD BEAMER HIGH SCHOOL,federal way,Non-Profit Institution - Risk Category II,1.0,0.0,0.0,0.0,0.0,NotInspected
3297,PR0082928,NYER URNESS HOUSE,seattle,Non-Profit Institution - Risk Category III,0.0,3.0,0.0,0.0,2.0,Average
3298,PR0083245,MR GYROS ON WHEELS,seattle,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3299,PR0086013,AVANTI MARKETS NW @ PIMA,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
3300,PR0086182,ALDERCREST ELEMENTARY SCHOOL,shoreline,School Lunch Program - Risk II,0.0,2.0,0.0,1.0,0.0,Average
3301,PR0004823,SACAJAWEA JR HIGH SCHOOL,federal way,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
3302,PR0082066,TAQUERIA LA FONDITA II,seattle,Mobile Food Unit - Risk Category III,1.0,3.0,0.0,0.0,2.0,Average
3303,PR0022221,CHAO PRAYA RESTAURANT,kent,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
3304,PR0084875,CRAFT BREW ALLIANCE KC386,woodinville,Mobile Food Unit - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3305,PR0064177,SUBWAY #22451,seattle,Seating 0-12 - Risk Category III,1.0,4.0,0.0,2.0,2.0,Average
3306,PR0001230,COLLEGE INN PUB,seattle,Seating 51-150 - Risk Category III,0.0,7.0,0.0,2.0,5.0,Low
3307,PR0076986,ALOHA HAWAIIAN GRILL,kent,Seating 13-50 - Risk Category III,2.0,3.0,0.0,1.0,2.0,Average
3308,PR0084849,HORACE MANN SCHOOL,seattle,School Lunch Program - Risk II,0.0,3.0,0.0,0.0,0.0,High
3309,PR0002852,GARFIELD HIGH SCHOOL,seattle,School Lunch Program - Risk II,0.0,3.0,0.0,0.0,0.0,High
3310,PR0082203,SWEET MICKEY'S,seattle,Seating 0-12 - Risk Category I,0.0,2.0,0.0,2.0,0.0,Average
3311,PR0026160,NASAI TERIYAKI,redmond,Seating 13-50 - Risk Category III,0.0,28.0,6.0,18.0,16.0,VeryLow
3312,PR0067033,MIDNIGHT,federal way,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3313,PR0072170,HOOVERVILLE RESTAURANT,seattle,Seating 51-150 - Risk Category II,0.0,1.0,0.0,0.0,1.0,Average
3314,PR0084159,INES PATISSERIE,seattle,Seating 13-50 - Risk Category II,1.0,2.0,0.0,2.0,0.0,Average
3315,PR0003785,DREXEL DELI & GROCERY,seattle,Seating 0-12 - Risk Category III,1.0,4.0,0.0,1.0,3.0,Average
3316,PR0054229,RED ROBIN AMERICA'S GOURMET BURGERS,redmond,Seating 151-250 - Risk Category III,0.0,3.0,0.0,0.0,3.0,Average
3317,PR0010876,MT SI GOLF COURSE RESTAURANT,snoqualmie,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
3318,PR0071896,AUBURN MOUNTAINVIEW HS,auburn,Non-Profit Institution - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3319,PR0070035,CHOCOLATI CAFE,seattle,Mobile Food Unit - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3320,PR0076350,LA ISLA REDMOND,redmond,Seating 51-150 - Risk Category III,0.0,7.0,1.0,2.0,6.0,Low
3321,PR0003180,LAFAYETTE ELEMENTARY SCHOOL,seattle,School Lunch Program - Risk II,0.0,1.0,0.0,0.0,0.0,Average
3322,PR0083528,EL MERCADO LATINO III,kent,Bakery-no seating - Risk Category II,1.0,4.0,0.0,3.0,0.0,High
3323,PR0002186,EL NORTE LOUNGE,seattle,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3324,PR0085847,FRED MEYER INC #701-053 - STARBUCKS,covington,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3325,PR0086349,DESIGN PERFECT CATERING,kirkland,Caterer - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3326,PR0056883,CHEVRON STATION #90-126,kirkland,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3327,PR0043164,COSTCO #110,issaquah,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3328,PR0052602,RESIDENCE INN BY MARRIOTT,redmond,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,2.0,Average
3329,PR0080569,Wingdome,kirkland,Seating 51-150 - Risk Category III,1.0,2.0,0.0,2.0,0.0,Average
3330,PR0084182,SWEETSIDE,seattle,Bakery-no seating - Risk Category II,0.0,2.0,0.0,1.0,0.0,Average
3331,PR0085996,CANTEEN VENDING @ AMDOCS,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3332,PR0020893,GOLDEN WOK,renton,Seating 13-50 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
3333,PR0053158,SAFECO FIELD,seattle,Seating > 250 - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
3334,PR0029809,GOURMET TERIYAKI,mercer island,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3335,PR0069587,AFC SUSHI @QFC #808,bellevue,Seating 0-12 - Risk Category III,0.0,2.0,0.0,0.0,1.0,Average
3336,PR0006073,QFC #838,kirkland,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,1.0,Average
3337,PR0086302,CANTEEN VENDING @ AMAZON BF14 SOUTHEAST,kent,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
3338,PR0065285,TAQUERIA LA HERRADURA,federal way,Seating 13-50 - Risk Category III,1.0,2.0,0.0,1.0,1.0,Average
3339,PR0083832,SAFFRON STREET VENDING (KC269),seattle,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3340,PR0082083,"MOLLY MOON'S HOMEMADE ICE CREAM, LLC",seattle,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3341,PR0084673,CLUB @ SEA DOMESTIC,seattle,Seating 0-12 - Risk Category III,1.0,2.0,0.0,1.0,1.0,Average
3342,PR0083380,MY SWEET LIL CAKES (KC150),seattle,Mobile Food Unit - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
3343,PR0080433,Riverview Learning Center,carnation,School Lunch Program - Risk II,0.0,3.0,0.0,0.0,0.0,High
3344,PR0007733,MEKONG RAINIER,seattle,Meat/Sea Food - Risk Category III,0.0,3.0,0.0,2.0,1.0,Average
3345,PR0001483,IVAR'S SEAFOOD BAR #26,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
3346,PR0082816,RHEIN HAUS,seattle,Seating > 250 - Risk Category III,1.0,3.0,0.0,0.0,2.0,Average
3347,PR0076963,STARBUCKS COFFEE,kent,Seating 13-50 - Risk Category II,1.0,2.0,0.0,0.0,0.0,Average
3348,PR0043975,FRED MEYER INC #701-053 - STARBUCKS,covington,Meat/Sea Food - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
3349,PR0001780,STREETZERIA,shoreline,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3350,PR0077247,AUBURN MOUNTAINVIEW HS,auburn,Non-Profit Institution - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
3351,PR0001053,ALBERTSONS #3416,lake forest park,Bakery-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3352,PR0051928,PAPA MURPHY'S #111,lake forest park,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3353,PR0069731,NINE O,bellevue,Seating 51-150 - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
3354,PR0082179,CAADXI OAXACA,snoqualmie,Seating 13-50 - Risk Category III,1.0,3.0,0.0,0.0,0.0,High
3355,PR0063193,FRED MEYER INC #701-053 - STARBUCKS,covington,Meat/Sea Food - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
3356,PR0005001,VILLAGE INN RESTAURANT,federal way,Seating 51-150 - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
3357,PR0008651,SHARI'S RESTAURANT,kirkland,Seating 51-150 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
3358,PR0067478,ZOBEL ETHIOPIAN RESTAURANT,seattle,Seating 51-150 - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
3359,PR0025885,ALBERTSONS #3416,lake forest park,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
3360,PR0043971,FRED MEYER INC #701-053 - STARBUCKS,covington,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,1.0,Average
3361,PR0084390,REDWING CAFE,seattle,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3362,PR0025792,UNIVERSITY PREP ACADEMY,seattle,Non-Profit Institution - Risk Category III,2.0,2.0,0.0,1.0,1.0,Average
3363,PR0043973,FRED MEYER INC #701-053 - STARBUCKS,covington,Bakery-no seating - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
3364,PR0080525,"Brewin' Around Coffee Co., LLC",seattle,Mobile Food Unit - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
3365,PR0084993,NIRMAL'S,seattle,Seating 51-150 - Risk Category III,1.0,7.0,1.0,1.0,5.0,Low
3366,PR0071898,AUBURN MOUNTAINVIEW HS,auburn,School Lunch Program - Risk II,0.0,1.0,0.0,1.0,0.0,Average
3367,PR0064287,TULLY'S COFFEE #01079,seattle,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,1.0,Average
3368,PR0017579,ALOHA GROCERY STORE,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3369,PR0081974,JOE'S DELI,federal way,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3370,PR0085447,LISA DUPAR CATERING - CHOCOLATE KITCHEN,redmond,Seating 0-12 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
3371,PR0086644,BARREL HOUSE,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3372,PR0071897,AUBURN MOUNTAINVIEW HS,auburn,Non-Profit Institution - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3373,PR0018288,ARAMARK  @ CONVENTION PLACE,seattle,Caterer - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
3374,PR0015799,TOKYO JAPANESE RESTAURANT,bellevue,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,2.0,Average
3375,PR0004079,WEST SEATTLE SENIOR HIGH,seattle,School Lunch Program - Risk II,0.0,1.0,0.0,0.0,0.0,Average
3376,PR0004790,ARCHIE'S MEXICAN RESTAURANT,normandy park,Seating 51-150 - Risk Category III,1.0,5.0,0.0,4.0,1.0,Average
3377,PR0026945,FRED MEYER INC #019,auburn,Meat/Sea Food - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
3378,PR0046980,AFC SUSHI & METROPOLITAN #153,seattle,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
3379,PR0025712,GELATIAMO,seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,1.0,Average
3380,PR0017869,GUS COOPER SERVICES,seattle,Seating 0-12 - Risk Category III,2.0,2.0,0.0,0.0,2.0,Average
3381,PR0005638,TAP OUT BAR & GRILL,renton,Seating 51-150 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
3382,PR0032368,STILLWATER ELEMENTARY SCH,carnation,School Lunch Program - Risk II,0.0,3.0,0.0,0.0,0.0,High
3383,PR0081274,HARAMEYN GROCERY,seattle,Meat/Sea Food - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
3384,PR0040195,PARADISE RESTAURANT,seattle,Seating 13-50 - Risk Category III,1.0,3.0,1.0,0.0,2.0,Average
3385,PR0081485,A FIRE INSIDE WOOD FIRED PIZZA,renton,Mobile Food Unit - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
3386,PR0017400,JACK IN THE BOX #8448,kirkland,Seating 51-150 - Risk Category III,1.0,4.0,0.0,3.0,1.0,Average
3387,PR0080847,PIZZA PRO,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
3388,PR0002869,GIM WAH RESTAURANT,seattle,Seating 51-150 - Risk Category III,2.0,3.0,0.0,2.0,1.0,Average
3389,PR0005144,PACIFIC AM/PM,pacific,Seating 0-12 - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
3390,PR0001232,COMMUNITY PSYCHIATRIC CLINIC,seattle,Non-Profit Institution - Risk Category III,0.0,3.0,0.0,1.0,2.0,Average
3391,PR0001659,NATHAN ECKSTEIN JR HIGH SCHOOL,seattle,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
3392,PR0020012,"NELL'S RESTAURANT, LLC",seattle,Seating 51-150 - Risk Category III,1.0,4.0,0.0,2.0,2.0,Average
3393,PR0085368,BUENOS AIRES GRILL,seattle,Seating 51-150 - Risk Category III,2.0,12.0,1.0,2.0,10.0,VeryLow
3394,PR0049629,BASKIN ROBBINS 31,covington,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3395,PR0083915,LITTLE CEASAR'S PIZZA,federal way,Seating 0-12 - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
3396,PR0085737,SEBHAT BAKERY,seattle,Bakery-no seating - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
3397,PR0077857,LAS MARGARITAS GRILL LLC,covington,Seating 13-50 - Risk Category III,1.0,4.0,0.0,3.0,0.0,High
3398,PR0054789,CONCORD ELEMENTARY,seattle,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
3399,PR0031573,SIP THAI BISTRO,redmond,Seating 13-50 - Risk Category III,0.0,2.0,0.0,0.0,2.0,Average
3400,PR0016214,RO RO BBQ & GRILL,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3401,PR0003408,OBERTO SAUSAGE CO,seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3402,PR0003698,SOUND MENTAL HEALTH,seattle,Non-Profit Institution - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3403,PR0064315,HYATT REGENCY,bellevue,Seating > 250 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
3404,PR0084251,MOD SUPERFAST PIZZA,kent,Seating 51-150 - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
3405,PR0086737,DOMINOS PIZZA,bellevue,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
3406,PR0051023,LOS CABOS,covington,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
3407,PR0086135,DOMINOS PIZZA #7172,seattle,Seating 13-50 - Risk Category III,0.0,3.0,0.0,0.0,3.0,Average
3408,PR0082676,JOHN MUIR ELEMENTARY SCH,kirkland,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
3409,PR0087059,DOLLAR TREE #07340,renton,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3410,PR0002566,BAMBOO GARDEN VEGETARIAN CUISINE,seattle,Seating 51-150 - Risk Category III,1.0,4.0,0.0,3.0,1.0,Average
3411,PR0081645,"MOLLY MOON'S HOMEMADE ICE CREAM, LLC",seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
3412,PR0028911,JUST TIFFINS,bellevue,Seating 0-12 - Risk Category III,1.0,4.0,2.0,0.0,4.0,Average
3413,PR0068885,DES MOINES ACTIVITY CENTER,des moines,Non-Profit Institution - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
3414,PR0061719,TARGET STORES -  T1284,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
3415,PR0081072,Uwajimaya,bellevue,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3416,PR0046453,MOTIF SEATTLE,seattle,Seating 151-250 - Risk Category III,1.0,6.0,1.0,2.0,3.0,Average
3417,PR0017475,7-ELEVEN STORE -2361 26818F,seattle,Seating 0-12 - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
3418,PR0080788,SAND POINT ELEMENTARY,seattle,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
3419,PR0077152,DAYS INN/ BELLEVUE,bellevue,Seating 0-12 - Risk Category I,0.0,4.0,0.0,2.0,2.0,Average
3420,PR0018103,JOSE'S TAQUERIA,seattle,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3421,PR0012792,"RED SEA SERVICE STATION, INC.",seattle,Seating 0-12 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
3422,PR0063715,GOURMET LATTE' INC #4,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3423,PR0086493,JASMINE'S,seattle,Seating 13-50 - Risk Category III,0.0,10.0,1.0,4.0,6.0,Low
3424,PR0053082,SAFECO FIELD,seattle,Seating 0-12 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
3425,PR0004895,SOUTHERN HEIGHTS ELEMENTARY,seattle,School Lunch Program - Risk II,0.0,5.0,0.0,2.0,3.0,Average
3426,PR0043260,KING OF THE HILL,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
3427,PR0055456,SAFECO FIELD,seattle,Mobile Food Unit - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3428,PR0047460,UPTOWN ESPRESSO,seattle,Seating 13-50 - Risk Category I,0.0,2.0,0.0,2.0,0.0,Average
3429,PR0081879,EQUES,bellevue,Seating 51-150 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
3430,PR0029068,ALBERTSONS #483,auburn,Grocery Store-no seating - Risk Category II,0.0,3.0,0.0,3.0,0.0,High
3431,PR0053088,SAFECO FIELD,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3432,PR0019322,TWIN LAKES CHEVRON GAS,federal way,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
3433,PR0080400,TURMERIC N' MORE,seattle,Caterer - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
